Time,RECPROUSM156N,PCEDGC96,PCENDC96,PCESC96,PSAVERT,TOTALSA,REVOLSL,NONREVSL,HOUST,HSN1F,PAYEMS,U6RATE,JTSJOR,JTSHIR,JTSTSR,CPIAUCSL,CPILFESL,PPIFIS,PCEPI,PCEPILFE,MICH,CES0500000003,AHETPI,CSUSHPINSA,IQ,IR,BOPTEXP,BOPTIMP,BOPSTB,TWEXBGSMTH,EXHOSLUSM495S,RCES0500000003*
2024-03-01,0.26,2006.2,3383.1,10551.9,5.9,16.21,1320920.6,3693979.1,1312.0,692.0,157466.0,7.3,5.0,3.5,3.3,312.345,316.792,143.521,123.038,122.009,2.9,34.65,29.78,316.858,148.8,140.5,265638.0,331904.0,26857.0,120.6588,,28.1620312423804
2024-04-01,0.34,2009.1,3384.9,10575.8,5.8,16.458,1322883.53,3693280.33,1385.0,719.0,157530.0,7.4,4.6,3.5,3.4,313.023,317.649,144.197,123.341,122.304,3.2,34.76,29.85,320.786,149.8,141.7,266393.0,339503.0,25847.0,122.1428,,28.182031927745033
2024-05-01,0.1,2043.9,3399.9,10604.3,5.8,16.361,1331284.5,3693556.72,1316.0,665.0,157608.0,7.4,4.7,3.5,3.4,313.175,318.095,144.224,123.348,122.383,3.3,34.89,29.97,323.727,148.8,141.5,264976.0,339432.0,26174.0,121.8583,,28.28582546940364
2024-06-01,0.36,2042.5,3409.2,10640.3,5.7,15.79,1330878.94,3695485.9,1327.0,671.0,157695.0,7.4,4.5,3.3,3.2,313.044,318.39,144.869,123.539,122.677,3.0,35.01,30.07,325.285,148.4,141.6,268356.0,342248.0,25671.0,123.7095,,28.339228907470513
2024-07-01,0.58,2070.9,3428.5,10656.2,5.3,16.337,1337484.66,3708692.37,1265.0,710.0,157748.0,7.8,4.5,3.4,3.4,313.569,318.94,144.922,123.736,122.911,2.9,35.08,30.16,325.601,149.2,141.8,271115.0,349754.0,25711.0,123.3824,,28.35068209736859
2024-08-01,0.26,2064.0,3421.8,10689.2,5.2,15.978,1340184.49,3715582.89,1391.0,693.0,157757.0,7.8,4.6,3.3,3.3,314.062,319.75,145.409,123.889,123.128,2.8,35.22,30.27,325.046,148.2,141.4,275719.0,346933.0,25904.0,122.6137,,28.428674055000844
2024-09-01,0.48,2087.1,3464.3,10709.9,4.8,16.341,1342480.89,3715864.22,1357.0,717.0,157912.0,7.7,4.2,3.4,3.3,314.732,320.732,145.803,124.164,123.466,2.7,35.34,30.39,324.664,147.3,140.9,273687.0,355185.0,26224.0,121.8849,,28.462356238523245
2024-10-01,0.36,2096.0,3459.5,10726.1,5.0,16.493,1352433.61,3719419.28,1352.0,621.0,157945.0,7.7,4.5,3.3,3.3,315.631,321.731,146.294,124.494,123.832,2.7,35.46,30.48,323.982,148.8,141.1,269501.0,343751.0,25839.0,123.5953,,28.48330040001928
2024-11-01,0.18,2131.7,3458.9,10747.3,4.9,16.908,1342090.49,3724153.13,1295.0,675.0,158079.0,7.7,4.6,3.3,3.3,316.528,322.657,146.447,124.637,123.962,2.6,35.6,30.56,323.7,148.8,141.3,275828.0,355580.0,26249.0,126.3113,,28.56294679749994
2024-12-01,0.08,2187.6,3492.2,10783.0,4.3,17.301,1296965.62,3651093.75,1514.0,718.0,158316.0,7.6,4.4,3.3,3.2,317.604,323.259,147.052,124.979,124.196,2.8,35.69,30.66,323.318,149.5,141.4,270192.0,367140.0,25874.0,127.5758,,28.556797541987052
2025-01-01,0.36,2089.6,3474.2,10783.6,5.1,15.95,1301982.23,3654504.23,1358.0,662.0,158268.0,7.5,4.5,3.3,3.3,318.961,324.638,147.975,125.417,124.587,3.3,35.84,30.79,323.672,151.6,141.8,273740.0,402070.0,27290.0,128.8369,,28.576668234768814
2025-02-01,0.1,2091.8,3489.5,10749.0,5.2,16.419,1304274.47,3654232.99,1490.0,642.0,158310.0,8.0,4.4,3.3,3.3,319.679,325.465,148.233,125.921,125.145,4.3,35.94,30.89,325.142,152.6,142.1,280663.0,400443.0,26954.0,127.8758,,28.54170471962579
2025-03-01,0.08,2179.1,3503.0,10788.3,5.1,18.35,1292802.55,3729830.96,1355.0,660.0,158377.0,7.9,4.2,3.4,3.3,319.785,325.69,148.055,125.941,125.267,5.0,36.11,31.02,327.753,152.5,141.6,283132.0,418988.0,26204.0,126.243,4020000.0,28.672156009560034
2025-04-01,0.26,2165.0,3502.5,10822.0,5.5,17.583,1299129.25,3739516.95,1398.0,706.0,158485.0,7.8,4.3,3.4,3.3,320.302,326.467,147.655,126.15,125.502,6.5,36.12,31.09,329.911,152.6,141.7,291033.0,351116.0,26439.0,124.1402,4020000.0,28.632580261593336
2025-05-01,0.58,2117.7,3498.3,10841.8,4.9,16.043,1299722.4,3748727.74,1282.0,627.0,158498.0,7.8,4.4,3.4,3.3,320.62,326.893,148.153,126.38,125.79,6.6,36.28,31.2,331.426,151.6,141.0,280056.0,350620.0,26391.0,122.3422,4040000.0,28.70707390409875
2025-06-01,0.26,2113.9,3522.8,10863.2,4.6,16.282,1301742.19,3742436.85,1382.0,662.0,158478.0,7.7,4.3,3.4,3.4,321.435,327.658,148.393,126.743,126.121,5.0,36.36,31.31,331.611,152.3,140.8,280442.0,338078.0,27930.0,120.5939,3980000.0,28.687974878297023
2025-07-01,0.18,2141.6,3533.2,10909.2,4.5,16.998,1310351.97,3746300.65,1420.0,639.0,158542.0,7.9,4.3,3.3,3.3,322.169,328.682,149.597,126.96,126.43,4.5,36.47,31.39,330.949,152.8,141.2,284322.0,358555.0,28315.0,120.1127,4030000.0,28.725582860743543
2025-08-01,0.62,2144.8,3551.6,10936.4,4.4,16.9,1308162.07,3750989.91,1291.0,706.0,158472.0,8.1,4.2,3.2,3.3,323.291,329.7,149.327,127.293,126.714,4.8,36.62,31.49,329.857,153.0,141.0,284344.0,340355.0,29583.0,120.5758,4030000.0,28.768274767662003
2025-09-01,0.68,2134.9,3538.9,10973.3,4.3,16.985,1312713.48,3759949.12,1328.0,719.0,158548.0,8.1,4.3,3.3,3.3,324.245,330.418,150.245,127.625,126.954,4.7,36.7,31.56,328.88,153.0,140.8,293804.0,342972.0,28592.0,120.0291,4080000.0,28.756121449559256
2025-10-01,0.74,2134.9,3544.2,11001.9,4.0,15.845,1317148.12,3763382.48,1272.0,650.0,158408.0,,4.3,3.3,3.2,,,150.439,127.871,127.243,4.6,36.85,31.7,328.235,,,301177.0,332279.0,27476.0,120.7618,4110000.0,28.81810574719835
2025-11-01,0.34,2150.6,3548.9,11000.9,4.0,16.006,1316163.23,3767620.45,1324.0,748.0,158449.0,8.7,4.1,3.2,3.2,325.063,331.043,151.054,128.152,127.469,4.5,37.0,31.79,327.8,153.7,141.2,290906.0,346932.0,27608.0,121.4177,4090000.0,28.871964542106255
2025-12-01,0.16,2138.1,3541.1,11032.2,3.9,16.4,1324321.59,3775317.59,1373.0,728.0,158432.0,8.4,4.0,3.3,3.3,326.031,331.814,151.626,128.576,127.886,4.2,37.02,31.83,326.957,154.6,141.4,286301.0,359201.0,26347.0,120.1883,4270000.0,28.79230960676954
2026-01-01,0.24,2110.0,3538.8,11063.4,4.5,15.197,1326887.25,3780416.9,1398.0,583.0,158592.0,8.1,4.4,3.4,3.2,326.588,332.793,152.464,129.0,128.429,4.0,37.15,31.94,326.359,155.4,142.2,302224.0,356901.0,27460.0,119.2298,4020000.0,28.7984496124031
2026-02-01,0.46,2146.6,3538.8,11077.6,3.9,16.098,1327596.44,3789191.8,1356.0,635.0,158459.0,7.9,4.2,3.1,3.2,327.46,333.512,153.221,129.484,128.901,3.4,37.29,32.02,327.311,158.4,143.5,314673.0,372449.0,26846.0,117.906,4130000.0,28.798924963702078
2026-03-01,1.82,2166.7,3551.1,11088.3,3.6,16.696,,,1502.0,682.0,158637.0,8.0,4.1,3.5,3.4,330.293,334.165,154.006,130.344,129.279,3.8,37.38,32.07,,161.0,144.6,320859.0,381165.0,28406.0,119.9199,3980000.0,28.677959860062607
2026-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0363,,
