Time,realtime_start_NGDPSAXDCUSQ,value_NGDPSAXDCUSQ,Time_NGDPSAXDCUSQ
673,2025-06-02,1670200.8,1992-10-01
674,2025-06-16,1670200.75,1992-10-01
675,2025-07-21,1670200.8,1992-10-01
676,2021-06-14,,1993-01-01
677,2022-02-07,1682364.8,1993-01-01
678,2024-07-29,1682364.75,1993-01-01
679,2025-06-02,1682364.8,1993-01-01
680,2025-06-16,1682364.75,1993-01-01
681,2025-07-21,1682364.8,1993-01-01
682,2021-06-14,,1993-04-01
683,2022-02-07,1702234.8,1993-04-01
684,2024-07-29,1702234.75,1993-04-01
685,2025-06-02,1702234.8,1993-04-01
686,2025-06-16,1702234.75,1993-04-01
687,2025-07-21,1702234.8,1993-04-01
688,2021-06-14,,1993-07-01
689,2022-02-07,1720524.5,1993-07-01
690,2021-06-14,,1993-10-01
691,2022-02-07,1753434.5,1993-10-01
692,2021-06-14,,1994-01-01
693,2022-02-07,1778913.0,1994-01-01
694,2021-06-14,,1994-04-01
695,2022-02-07,1811732.8,1994-04-01
696,2024-07-29,1811732.75,1994-04-01
697,2025-06-02,1811732.8,1994-04-01
698,2025-06-16,1811732.75,1994-04-01
699,2025-07-21,1811732.8,1994-04-01
700,2021-06-14,,1994-07-01
701,2022-02-07,1832768.8,1994-07-01
702,2024-07-29,1832768.75,1994-07-01
703,2025-06-02,1832768.8,1994-07-01
704,2025-06-16,1832768.75,1994-07-01
705,2025-07-21,1832768.8,1994-07-01
706,2021-06-14,,1994-10-01
707,2022-02-07,1863822.0,1994-10-01
708,2021-06-14,,1995-01-01
709,2022-02-07,1880572.3,1995-01-01
710,2024-07-29,1880572.25,1995-01-01
711,2025-06-02,1880572.3,1995-01-01
712,2025-06-16,1880572.25,1995-01-01
713,2025-07-21,1880572.3,1995-01-01
714,2021-06-14,,1995-04-01
715,2022-02-07,1895249.3,1995-04-01
716,2024-07-29,1895249.25,1995-04-01
717,2025-06-02,1895249.3,1995-04-01
718,2025-06-16,1895249.25,1995-04-01
719,2025-07-21,1895249.3,1995-04-01
720,2021-06-14,,1995-07-01
721,2022-02-07,1920781.3,1995-07-01
722,2024-07-29,1920781.25,1995-07-01
723,2025-06-02,1920781.3,1995-07-01
724,2025-06-16,1920781.25,1995-07-01
725,2025-07-21,1920781.3,1995-07-01
726,2021-06-14,,1995-10-01
727,2022-02-07,1943146.5,1995-10-01
728,2021-06-14,,1996-01-01
729,2022-02-07,1967117.0,1996-01-01
730,2021-06-14,,1996-04-01
731,2022-02-07,2008210.0,1996-04-01
732,2021-06-14,,1996-07-01
733,2022-02-07,2032852.0,1996-07-01
734,2021-06-14,,1996-10-01
735,2022-02-07,2064942.8,1996-10-01
736,2024-07-29,2064942.75,1996-10-01
737,2025-06-02,2064942.8,1996-10-01
738,2025-06-16,2064942.75,1996-10-01
739,2025-07-21,2064942.8,1996-10-01
740,2021-06-14,,1997-01-01
741,2022-02-07,2090663.8,1997-01-01
742,2024-07-29,2090663.75,1997-01-01
743,2025-06-02,2090663.8,1997-01-01
744,2025-06-16,2090663.75,1997-01-01
745,2025-07-21,2090663.8,1997-01-01
746,2021-06-14,,1997-04-01
747,2022-02-07,2129706.3,1997-04-01
748,2024-07-29,2129706.25,1997-04-01
749,2025-06-02,2129706.3,1997-04-01
750,2025-06-16,2129706.25,1997-04-01
751,2025-07-21,2129706.3,1997-04-01
752,2021-06-14,,1997-07-01
753,2022-02-07,2165705.8,1997-07-01
754,2024-07-29,2165705.75,1997-07-01
755,2025-06-02,2165705.8,1997-07-01
756,2025-06-16,2165705.75,1997-07-01
757,2025-07-21,2165705.8,1997-07-01
758,2021-06-14,,1997-10-01
759,2022-02-07,2191476.8,1997-10-01
760,2024-07-29,2191476.75,1997-10-01
761,2025-06-02,2191476.8,1997-10-01
762,2025-06-16,2191476.75,1997-10-01
763,2025-07-21,2191476.8,1997-10-01
764,2021-06-14,,1998-01-01
765,2022-02-07,2216620.0,1998-01-01
766,2021-06-14,,1998-04-01
767,2022-02-07,2242424.8,1998-04-01
768,2024-07-29,2242424.75,1998-04-01
769,2025-06-02,2242424.8,1998-04-01
770,2025-06-16,2242424.75,1998-04-01
771,2025-07-21,2242424.8,1998-04-01
772,2021-06-14,,1998-07-01
773,2022-02-07,2280274.3,1998-07-01
774,2024-07-29,2280274.25,1998-07-01
775,2025-06-02,2280274.3,1998-07-01
776,2025-06-16,2280274.25,1998-07-01
777,2025-07-21,2280274.3,1998-07-01
778,2021-06-14,,1998-10-01
779,2022-02-07,2323497.8,1998-10-01
780,2024-07-29,2323497.75,1998-10-01
781,2025-06-02,2323497.8,1998-10-01
782,2025-06-16,2323497.75,1998-10-01
783,2025-07-21,2323497.8,1998-10-01
784,2021-06-14,,1999-01-01
785,2022-02-07,2352920.5,1999-01-01
786,2021-06-14,,1999-04-01
787,2022-02-07,2381552.5,1999-04-01
788,2021-06-14,,1999-07-01
789,2022-02-07,2421656.5,1999-07-01
790,2021-06-14,,1999-10-01
791,2022-02-07,2475042.3,1999-10-01
792,2024-07-29,2475042.25,1999-10-01
793,2025-06-02,2475042.3,1999-10-01
794,2025-06-16,2475042.25,1999-10-01
795,2025-07-21,2475042.3,1999-10-01
796,2021-06-14,,2000-01-01
797,2022-02-07,2500544.8,2000-01-01
798,2024-07-29,2500544.75,2000-01-01
799,2025-06-02,2500544.8,2000-01-01
800,2025-06-16,2500544.75,2000-01-01
801,2025-07-21,2500544.8,2000-01-01
802,2021-06-14,,2000-04-01
803,2022-02-07,2561930.0,2000-04-01
804,2021-06-14,,2000-07-01
805,2022-02-07,2579541.3,2000-07-01
806,2024-07-29,2579541.25,2000-07-01
807,2025-06-02,2579541.3,2000-07-01
808,2025-06-16,2579541.25,2000-07-01
809,2025-07-21,2579541.3,2000-07-01
810,2021-06-14,,2000-10-01
811,2022-02-07,2608936.0,2000-10-01
812,2021-06-14,,2001-01-01
813,2022-02-07,2617557.8,2001-01-01
814,2024-07-29,2617557.75,2001-01-01
815,2025-06-02,2617557.8,2001-01-01
816,2025-06-16,2617557.75,2001-01-01
817,2025-07-21,2617557.8,2001-01-01
818,2021-06-14,,2001-04-01
819,2022-02-07,2649750.0,2001-04-01
820,2021-06-14,,2001-07-01
821,2022-02-07,2649505.0,2001-07-01
822,2021-06-14,,2001-10-01
823,2022-02-07,2665116.3,2001-10-01
824,2024-07-29,2665116.25,2001-10-01
825,2025-06-02,2665116.3,2001-10-01
826,2025-06-16,2665116.25,2001-10-01
827,2025-07-21,2665116.3,2001-10-01
828,2021-06-14,,2002-01-01
829,2022-02-07,2695875.0,2002-01-01
830,2021-06-14,,2002-04-01
831,2022-02-07,2721865.0,2002-04-01
832,2021-06-14,,2002-07-01
833,2022-02-07,2746010.0,2002-07-01
834,2021-06-14,,2002-10-01
835,2022-02-07,2765358.3,2002-10-01
836,2024-07-29,2765358.25,2002-10-01
837,2025-06-02,2765358.3,2002-10-01
838,2025-06-16,2765358.25,2002-10-01
839,2025-07-21,2765358.3,2002-10-01
840,2021-06-14,,2003-01-01
841,2022-02-07,2793532.3,2003-01-01
842,2024-07-29,2793532.25,2003-01-01
843,2025-06-02,2793532.3,2003-01-01
844,2025-06-16,2793532.25,2003-01-01
845,2025-07-21,2793532.3,2003-01-01
846,2021-06-14,,2003-04-01
847,2022-02-07,2828191.5,2003-04-01
848,2021-06-14,,2003-07-01
849,2022-02-07,2891667.3,2003-07-01
850,2024-07-29,2891667.25,2003-07-01
851,2025-06-02,2891667.3,2003-07-01
852,2025-06-16,2891667.25,2003-07-01
853,2025-07-21,2891667.3,2003-07-01
854,2021-06-14,,2003-10-01
855,2022-02-07,2943058.5,2003-10-01
856,2021-06-14,,2004-01-01
857,2022-02-07,2980861.8,2004-01-01
858,2024-07-29,2980861.75,2004-01-01
859,2025-06-02,2980861.8,2004-01-01
860,2025-06-16,2980861.75,2004-01-01
861,2025-07-21,2980861.8,2004-01-01
862,2021-06-14,,2004-04-01
863,2022-02-07,3028203.8,2004-04-01
864,2024-07-29,3028203.75,2004-04-01
865,2025-06-02,3028203.8,2004-04-01
866,2025-06-16,3028203.75,2004-04-01
867,2025-07-21,3028203.8,2004-04-01
868,2021-06-14,,2004-07-01
869,2022-02-07,3076326.8,2004-07-01
870,2024-07-29,3076326.75,2004-07-01
871,2025-06-02,3076326.8,2004-07-01
872,2025-06-16,3076326.75,2004-07-01
873,2025-07-21,3076326.8,2004-07-01
874,2021-06-14,,2004-10-01
875,2022-02-07,3131803.5,2004-10-01
876,2021-06-14,,2005-01-01
877,2022-02-07,3191821.5,2005-01-01
878,2021-06-14,,2005-04-01
879,2022-02-07,3230664.0,2005-04-01
880,2021-06-14,,2005-07-01
881,2022-02-07,3285660.5,2005-07-01
882,2021-06-14,,2005-10-01
883,2022-02-07,3331051.0,2005-10-01
884,2021-06-14,,2006-01-01
885,2022-02-07,3399790.0,2006-01-01
886,2021-06-14,,2006-04-01
887,2022-02-07,3438356.0,2006-04-01
888,2021-06-14,,2006-07-01
889,2022-02-07,3467547.0,2006-07-01
890,2021-06-14,,2006-10-01
891,2022-02-07,3509890.0,2006-10-01
892,2021-06-14,,2007-01-01
893,2022-02-07,3553912.8,2007-01-01
894,2024-07-29,3553912.75,2007-01-01
895,2025-06-02,3553912.8,2007-01-01
896,2025-06-16,3553912.75,2007-01-01
897,2025-07-21,3553912.8,2007-01-01
898,2021-06-14,,2007-04-01
899,2022-02-07,3600520.5,2007-04-01
900,2021-06-14,,2007-07-01
901,2022-02-07,3641029.3,2007-07-01
902,2024-07-29,3641029.25,2007-07-01
903,2025-06-02,3641029.3,2007-07-01
904,2025-06-16,3641029.25,2007-07-01
905,2025-07-21,3641029.3,2007-07-01
906,2021-06-14,,2007-10-01
907,2022-02-07,3678764.5,2007-10-01
908,2021-06-14,14651039.0,2008-01-01
909,2022-02-07,3676634.5,2008-01-01
910,2021-06-14,14805611.0,2008-04-01
911,2022-02-07,3716425.3,2008-04-01
912,2024-07-29,3716425.25,2008-04-01
913,2025-06-02,3716425.3,2008-04-01
914,2025-06-16,3716425.25,2008-04-01
915,2025-07-21,3716425.3,2008-04-01
916,2021-06-14,14835187.0,2008-07-01
917,2022-02-07,3724749.8,2008-07-01
918,2024-07-29,3724749.75,2008-07-01
919,2025-06-02,3724749.8,2008-07-01
920,2025-06-16,3724749.75,2008-07-01
921,2025-07-21,3724749.8,2008-07-01
922,2021-06-14,14559543.0,2008-10-01
923,2022-02-07,3652052.0,2008-10-01
924,2023-10-09,3652052.3,2008-10-01
925,2024-07-29,3652052.25,2008-10-01
926,2025-06-02,3652052.3,2008-10-01
927,2025-06-16,3652052.25,2008-10-01
928,2025-07-21,3652052.3,2008-10-01
929,2021-06-14,14394547.0,2009-01-01
930,2022-02-07,3607725.3,2009-01-01
931,2023-10-09,3607725.5,2009-01-01
932,2021-06-14,14352850.0,2009-04-01
933,2022-02-07,3595309.0,2009-04-01
934,2021-06-14,14420312.0,2009-07-01
935,2022-02-07,3612220.5,2009-07-01
936,2021-06-14,14628021.0,2009-10-01
937,2022-02-07,3662812.0,2009-10-01
938,2023-10-09,3662812.3,2009-10-01
939,2024-07-29,3662812.25,2009-10-01
940,2025-06-02,3662812.3,2009-10-01
941,2025-06-16,3662812.25,2009-10-01
942,2025-07-21,3662812.3,2009-10-01
943,2021-06-14,14721350.0,2010-01-01
944,2022-02-07,3691152.8,2010-01-01
945,2023-10-09,3691152.5,2010-01-01
946,2021-06-14,14926098.0,2010-04-01
947,2022-02-07,3745048.3,2010-04-01
948,2024-07-29,3745048.25,2010-04-01
949,2025-06-02,3745048.3,2010-04-01
950,2025-06-16,3745048.25,2010-04-01
951,2025-07-21,3745048.3,2010-04-01
952,2021-06-14,15079917.0,2010-07-01
953,2022-02-07,3785401.3,2010-07-01
954,2023-10-09,3785401.8,2010-07-01
955,2024-07-29,3785401.75,2010-07-01
956,2025-06-02,3785401.8,2010-07-01
957,2025-06-16,3785401.75,2010-07-01
958,2025-07-21,3785401.8,2010-07-01
959,2021-06-14,15240843.0,2010-10-01
960,2022-02-07,3827367.8,2010-10-01
961,2023-10-09,3827368.5,2010-10-01
962,2021-06-14,15285828.0,2011-01-01
963,2022-02-07,3837861.0,2011-01-01
964,2023-10-09,3837862.0,2011-01-01
965,2021-06-14,15496189.0,2011-04-01
966,2022-02-07,3889383.8,2011-04-01
967,2023-10-09,3889384.8,2011-04-01
968,2024-07-29,3889384.75,2011-04-01
969,2025-06-02,3889384.8,2011-04-01
970,2025-06-16,3889384.75,2011-04-01
971,2025-07-21,3889384.8,2011-04-01
972,2021-06-14,15591850.0,2011-07-01
973,2022-02-07,3911920.3,2011-07-01
974,2023-10-09,3911920.0,2011-07-01
975,2021-06-14,15796460.0,2011-10-01
976,2022-02-07,3960566.8,2011-10-01
977,2023-10-09,3960564.8,2011-10-01
978,2024-07-29,3960564.75,2011-10-01
979,2025-06-02,3960564.8,2011-10-01
980,2025-06-16,3960564.75,2011-10-01
981,2025-07-21,3960564.8,2011-10-01
982,2021-06-14,16019758.0,2012-01-01
983,2022-02-07,4017206.0,2012-01-01
984,2023-10-09,4017201.3,2012-01-01
985,2024-07-29,4017201.25,2012-01-01
986,2025-06-02,4017201.3,2012-01-01
987,2025-06-16,4017201.25,2012-01-01
988,2025-07-21,4017201.3,2012-01-01
989,2021-06-14,16152257.0,2012-04-01
990,2022-02-07,4051782.5,2012-04-01
991,2023-10-09,4051778.8,2012-04-01
992,2024-07-29,4051778.75,2012-04-01
993,2025-06-02,4051778.8,2012-04-01
994,2025-06-16,4051778.75,2012-04-01
995,2025-07-21,4051778.8,2012-04-01
996,2021-06-14,16257151.0,2012-07-01
997,2022-02-07,4079885.0,2012-07-01
998,2023-10-09,4079885.3,2012-07-01
999,2024-07-29,4079885.25,2012-07-01
1000,2025-06-02,4079885.3,2012-07-01
1001,2025-06-16,4079885.25,2012-07-01
1002,2025-07-21,4079885.3,2012-07-01
1003,2021-06-14,16358863.0,2012-10-01
1004,2022-02-07,4105096.5,2012-10-01
1005,2023-10-09,4105104.8,2012-10-01
1006,2024-07-29,4105104.75,2012-10-01
1007,2025-06-02,4105104.8,2012-10-01
1008,2025-06-16,4105104.75,2012-10-01
1009,2025-07-21,4105104.8,2012-10-01
1010,2021-06-14,16569591.0,2013-01-01
1011,2022-02-07,4157262.5,2013-01-01
1012,2023-10-09,4162047.3,2013-01-01
1013,2024-07-29,4162047.25,2013-01-01
1014,2025-06-02,4162047.3,2013-01-01
1015,2025-06-16,4162047.25,2013-01-01
1016,2025-07-21,4162047.3,2013-01-01
1017,2021-06-14,16637926.0,2013-04-01
1018,2022-02-07,4174887.8,2013-04-01
1019,2023-10-09,4182171.8,2013-04-01
1020,2024-07-29,4182171.75,2013-04-01
1021,2025-06-02,4182171.8,2013-04-01
1022,2025-06-16,4182171.75,2013-04-01
1023,2025-07-21,4182171.8,2013-04-01
1024,2021-06-14,16848748.0,2013-07-01
1025,2022-02-07,4227767.0,2013-07-01
1026,2023-10-09,4238459.5,2013-07-01
1027,2021-06-14,17083137.0,2013-10-01
1028,2022-02-07,4283278.5,2013-10-01
1029,2023-10-09,4298004.8,2013-10-01
1030,2024-07-29,4298005.0,2013-10-01
1031,2025-06-02,4298004.8,2013-10-01
1032,2025-06-16,4298005.0,2013-10-01
1033,2025-07-21,4298004.8,2013-10-01
1034,2021-06-14,17104555.0,2014-01-01
1035,2022-02-07,4286070.3,2014-01-01
1036,2023-10-09,4299434.5,2014-01-01
1037,2021-06-14,17432909.0,2014-04-01
1038,2022-02-07,4365675.8,2014-04-01
1039,2023-10-09,4379627.0,2014-04-01
1040,2021-06-14,17721657.0,2014-07-01
1041,2022-02-07,4435806.8,2014-07-01
1042,2023-10-09,4451057.0,2014-07-01
1043,2021-06-14,17849912.0,2014-10-01
1044,2022-02-07,4463135.0,2014-10-01
1045,2023-10-09,4478019.8,2014-10-01
1046,2024-07-29,4478020.0,2014-10-01
1047,2025-06-02,4478019.8,2014-10-01
1048,2025-06-16,4478020.0,2014-10-01
1049,2025-07-21,4478019.8,2014-10-01
1050,2021-06-14,18003399.0,2015-01-01
1051,2022-02-07,4497837.0,2015-01-01
1052,2023-10-09,4515882.3,2015-01-01
1053,2024-07-29,4515882.5,2015-01-01
1054,2025-06-02,4515882.3,2015-01-01
1055,2025-06-16,4515882.5,2015-01-01
1056,2025-07-21,4515882.3,2015-01-01
1057,2021-06-14,18223577.0,2015-04-01
1058,2022-02-07,4548426.8,2015-04-01
1059,2023-10-09,4569946.0,2015-04-01
1060,2021-06-14,18347425.0,2015-07-01
1061,2022-02-07,4576740.0,2015-07-01
1062,2023-10-09,4600406.5,2015-07-01
1063,2021-06-14,18378803.0,2015-10-01
1064,2022-02-07,4583019.8,2015-10-01
1065,2023-10-09,4608784.3,2015-10-01
1066,2024-07-29,4608784.5,2015-10-01
1067,2025-06-02,4608784.3,2015-10-01
1068,2025-06-16,4608784.5,2015-10-01
1069,2025-07-21,4608784.3,2015-10-01
1070,2021-06-14,18470156.0,2016-01-01
1071,2022-02-07,4606326.5,2016-01-01
1072,2023-10-09,4631483.3,2016-01-01
1073,2024-07-29,4631483.5,2016-01-01
1074,2025-06-02,4631483.3,2016-01-01
1075,2025-06-16,4631483.5,2016-01-01
1076,2025-07-21,4631483.3,2016-01-01
1077,2021-06-14,18656207.0,2016-04-01
1078,2022-02-07,4652904.3,2016-04-01
1079,2023-10-09,4677925.5,2016-04-01
1080,2021-06-14,18821359.0,2016-07-01
1081,2022-02-07,4693864.8,2016-07-01
1082,2023-10-09,4723159.8,2016-07-01
1083,2024-07-29,4723160.0,2016-07-01
1084,2025-06-02,4723159.8,2016-07-01
1085,2025-06-16,4723160.0,2016-07-01
1086,2025-07-21,4723159.8,2016-07-01
1087,2021-06-14,19032580.0,2016-10-01
1088,2022-02-07,4742010.3,2016-10-01
1089,2023-10-09,4772344.8,2016-10-01
1090,2024-07-29,4772345.0,2016-10-01
1091,2025-06-02,4772344.8,2016-10-01
1092,2025-06-16,4772345.0,2016-10-01
1093,2025-07-21,4772344.8,2016-10-01
1094,2021-06-14,19237435.0,2017-01-01
1095,2022-02-07,4788478.0,2017-01-01
1096,2022-10-10,4787048.5,2017-01-01
1097,2023-10-09,4820021.0,2017-01-01
1098,2021-06-14,19379232.0,2017-04-01
1099,2022-02-07,4830730.0,2017-04-01
1100,2022-10-10,4826126.5,2017-04-01
1101,2023-10-09,4859660.8,2017-04-01
1102,2024-07-29,4859661.0,2017-04-01
1103,2025-06-02,4859660.8,2017-04-01
1104,2025-06-16,4859661.0,2017-04-01
1105,2025-07-21,4859660.8,2017-04-01
1106,2021-06-14,19617288.0,2017-07-01
1107,2022-02-07,4889673.3,2017-07-01
1108,2022-10-10,4890474.0,2017-07-01
1109,2023-10-09,4923148.8,2017-07-01
1110,2024-07-29,4923149.0,2017-07-01
1111,2025-06-02,4923148.8,2017-07-01
1112,2025-06-16,4923149.0,2017-07-01
1113,2025-07-21,4923148.8,2017-07-01
1114,2021-06-14,19937963.0,2017-10-01
1115,2022-02-07,4970741.3,2017-10-01
1116,2022-10-10,4973687.5,2017-10-01
1117,2023-10-09,5009272.0,2017-10-01
1118,2021-06-14,20242215.0,2018-01-01
1119,2022-02-07,5035929.0,2018-01-01
1120,2022-10-10,5038871.5,2018-01-01
1121,2023-10-09,5082138.3,2018-01-01
1122,2024-07-29,5082138.5,2018-01-01
1123,2025-06-02,5082138.3,2018-01-01
1124,2025-06-16,5082138.5,2018-01-01
1125,2025-07-21,5082138.3,2018-01-01
1126,2021-06-14,20552653.0,2018-04-01
1127,2022-02-07,5123123.0,2018-04-01
1128,2022-10-10,5117549.3,2018-04-01
1129,2023-10-09,5145228.0,2018-04-01
1130,2021-06-14,20742723.0,2018-07-01
1131,2022-02-07,5164775.5,2018-07-01
1132,2022-10-10,5171819.5,2018-07-01
1133,2023-10-09,5199682.5,2018-07-01
1134,2021-06-14,20909853.0,2018-10-01
1135,2022-02-07,5203331.3,2018-10-01
1136,2022-10-10,5204817.3,2018-10-01
1137,2023-10-09,5229466.8,2018-10-01
1138,2024-07-29,5229467.0,2018-10-01
1139,2025-06-02,5229466.8,2018-10-01
1140,2025-06-16,5229467.0,2018-10-01
1141,2025-07-21,5229466.8,2018-10-01
1142,2021-06-14,21115309.0,2019-01-01
1143,2022-02-07,5250397.8,2019-01-01
1144,2022-10-10,5253271.3,2019-01-01
1145,2023-10-09,5276033.3,2019-01-01
1146,2024-07-29,5276033.5,2019-01-01
1147,2024-11-04,5277900.0,2019-01-01
1148,2021-06-14,21329877.0,2019-04-01
1149,2022-02-07,5322317.0,2019-04-01
1150,2022-10-10,5318112.0,2019-04-01
1151,2023-10-09,5346193.8,2019-04-01
1152,2024-07-29,5346194.0,2019-04-01
1153,2024-11-04,5349484.5,2019-04-01
1154,2021-06-14,21540325.0,2019-07-01
1155,2022-02-07,5376253.0,2019-07-01
1156,2022-10-10,5382959.8,2019-07-01
1157,2023-10-09,5423570.5,2019-07-01
1158,2024-11-04,5429293.0,2019-07-01
1159,2025-06-02,5429292.8,2019-07-01
1160,2025-06-16,5429293.0,2019-07-01
1161,2025-07-21,5429292.8,2019-07-01
1162,2021-06-14,21747394.0,2019-10-01
1163,2022-02-07,5423614.5,2019-10-01
1164,2022-10-10,5426633.0,2019-10-01
1165,2023-10-09,5475597.5,2019-10-01
1166,2024-11-04,5483304.5,2019-10-01
1167,2025-06-02,5483304.3,2019-10-01
1168,2025-06-16,5483304.5,2019-10-01
1169,2025-07-21,5483304.3,2019-10-01
1170,2021-06-14,21561139.0,2020-01-01
1171,2022-02-07,5370341.8,2020-01-01
1172,2022-10-10,5384508.0,2020-01-01
1173,2023-10-09,5426628.3,2020-01-01
1174,2024-07-29,5426628.5,2020-01-01
1175,2024-11-04,5431914.5,2020-01-01
1176,2025-06-02,5431914.3,2020-01-01
1177,2025-06-16,5431914.5,2020-01-01
1178,2025-07-21,5431914.3,2020-01-01
1179,2025-12-22,5437809.5,2020-01-01
1180,2021-06-14,19520114.0,2020-04-01
1181,2022-02-07,4869361.0,2020-04-01
1182,2022-10-10,4909182.8,2020-04-01
1183,2023-10-09,4978285.8,2020-04-01
1184,2024-07-29,4978286.0,2020-04-01
1185,2024-11-04,4983861.0,2020-04-01
1186,2025-12-22,4989572.8,2020-04-01
1187,2021-06-14,21170252.0,2020-07-01
1188,2022-02-07,5284643.5,2020-07-01
1189,2022-10-10,5340607.0,2020-07-01
1190,2023-10-09,5411910.0,2020-07-01
1191,2024-11-04,5421138.0,2020-07-01
1192,2025-06-02,5421137.8,2020-07-01
1193,2025-06-16,5421138.0,2020-07-01
1194,2025-07-21,5421137.8,2020-07-01
1195,2025-12-22,5426109.3,2020-07-01
1196,2021-06-14,21494731.0,2020-10-01
1197,2022-02-07,5369399.3,2020-10-01
1198,2022-10-10,5426176.5,2020-10-01
1199,2023-10-09,5506125.5,2020-10-01
1200,2024-11-04,5517192.0,2020-10-01
1201,2025-06-02,5517191.8,2020-10-01
1202,2025-06-16,5517192.0,2020-10-01
1203,2025-07-21,5517191.8,2020-10-01
1204,2025-12-22,5521790.0,2020-10-01
1205,2021-06-14,22061025.0,2021-01-01
1206,2022-02-07,5509556.5,2021-01-01
1207,2022-10-10,5578462.5,2021-01-01
1208,2023-10-09,5650046.3,2021-01-01
1209,2024-07-29,5650046.5,2021-01-01
1210,2024-11-04,5664198.5,2021-01-01
1211,2025-06-02,5664198.3,2021-01-01
1212,2025-06-16,5664198.5,2021-01-01
1213,2025-07-21,5664198.3,2021-01-01
1214,2025-12-22,5670173.3,2021-01-01
1215,2022-02-07,5685239.8,2021-04-01
1216,2022-10-10,5761733.5,2021-04-01
1217,2023-10-09,5823090.5,2021-04-01
1218,2024-11-04,5842215.5,2021-04-01
1219,2025-06-02,5842215.3,2021-04-01
1220,2025-06-16,5842215.5,2021-04-01
1221,2025-07-21,5842215.3,2021-04-01
1222,2025-12-22,5856477.5,2021-04-01
1223,2022-02-07,5800586.0,2021-07-01
1224,2022-10-10,5887605.0,2021-07-01
1225,2023-10-09,5957243.3,2021-07-01
1226,2024-07-29,5957243.5,2021-07-01
1227,2024-11-04,5980498.0,2021-07-01
1228,2025-06-02,5980497.8,2021-07-01
1229,2025-06-16,5980498.0,2021-07-01
1230,2025-07-21,5980497.8,2021-07-01
1231,2025-12-22,5995594.8,2021-07-01
1232,2022-02-14,5998088.8,2021-10-01
1233,2022-03-14,6002118.0,2021-10-01
1234,2022-04-25,6000703.8,2021-10-01
1235,2022-10-10,6087280.3,2021-10-01
1236,2023-10-09,6163650.8,2021-10-01
1237,2024-07-29,6163651.0,2021-10-01
1238,2024-11-04,6194259.5,2021-10-01
1239,2025-12-22,6203400.0,2021-10-01
1240,2022-05-09,6095670.8,2022-01-01
1241,2022-06-13,6096072.3,2022-01-01
1242,2022-07-11,6096683.5,2022-01-01
1243,2022-10-10,6185120.0,2022-01-01
1244,2023-10-09,6257279.0,2022-01-01
1245,2024-11-04,6303873.0,2022-01-01
1246,2025-06-02,6303872.8,2022-01-01
1247,2025-06-16,6303873.0,2022-01-01
1248,2025-07-21,6303872.8,2022-01-01
1249,2025-12-22,6312586.8,2022-01-01
1250,2022-08-15,6212952.3,2022-04-01
1251,2022-09-12,6220719.5,2022-04-01
1252,2022-10-10,6312119.0,2022-04-01
1253,2023-10-09,6386068.3,2022-04-01
1254,2024-07-29,6386068.5,2022-04-01
1255,2024-11-04,6451448.0,2022-04-01
1256,2025-06-02,6451447.8,2022-04-01
1257,2025-06-16,6451448.0,2022-04-01
1258,2025-07-21,6451447.8,2022-04-01
1259,2025-12-22,6465323.0,2022-04-01
1260,2022-11-14,6415822.3,2022-07-01
1261,2023-04-24,6430985.3,2022-07-01
1262,2023-10-09,6498659.8,2022-07-01
1263,2024-07-29,6498660.0,2022-07-01
1264,2024-11-04,6568003.0,2022-07-01
1265,2025-06-02,6568002.8,2022-07-01
1266,2025-06-16,6568003.0,2022-07-01
1267,2025-07-21,6568002.8,2022-07-01
1268,2025-12-22,6584076.0,2022-07-01
1269,2023-04-24,6534498.0,2022-10-01
1270,2023-10-09,6602101.3,2022-10-01
1271,2024-07-29,6602101.5,2022-10-01
1272,2024-11-04,6683569.5,2022-10-01
1273,2025-06-02,6683569.3,2022-10-01
1274,2025-06-16,6683569.5,2022-10-01
1275,2025-07-21,6683569.3,2022-10-01
1276,2025-12-22,6692628.5,2022-10-01
1277,2023-05-08,6616466.3,2023-01-01
1278,2023-06-12,6621571.8,2023-01-01
1279,2023-07-17,6632443.5,2023-01-01
1280,2023-10-09,6703400.3,2023-01-01
1281,2024-07-29,6703400.5,2023-01-01
1282,2024-11-04,6791090.0,2023-01-01
1283,2025-06-02,6791089.8,2023-01-01
1284,2025-06-16,6791090.0,2023-01-01
1285,2025-07-21,6791089.8,2023-01-01
1286,2025-12-22,6804111.3,2023-01-01
1287,2023-08-07,6708738.3,2023-04-01
1288,2023-09-18,6699651.3,2023-04-01
1289,2023-10-09,6765753.0,2023-04-01
1290,2024-11-04,6863454.0,2023-04-01
1291,2025-06-02,6863453.8,2023-04-01
1292,2025-06-16,6863454.0,2023-04-01
1293,2025-07-21,6863453.8,2023-04-01
1294,2025-12-22,6882513.8,2023-04-01
1295,2023-11-06,6905885.8,2023-07-01
1296,2023-12-11,6911115.8,2023-07-01
1297,2024-01-08,6902532.0,2023-07-01
1298,2024-11-04,6991924.5,2023-07-01
1299,2025-06-02,6991924.3,2023-07-01
1300,2025-06-16,6991924.5,2023-07-01
1301,2025-07-21,6991924.3,2023-07-01
1302,2025-12-22,7018711.5,2023-07-01
1303,2024-02-12,6984707.8,2023-10-01
1304,2024-07-29,6989249.5,2023-10-01
1305,2024-11-04,7074242.0,2023-10-01
