Time,GDPC1,NGDPSAXDCUSQ,GDPNOW,PCECC96,PCNDGC96,PNFIC1,PRFIC1,GCE,ECIWAG,EXPGS,IMPGS,NETEXP
2018-04-01,20150.476,5145228.0,3.8225,13630.967,2860.773,2837.057,777.417,3570.715,132.8,2562.172,3105.995,-543.823
2018-07-01,20276.154,5199682.5,3.5537,13693.79,2869.965,2854.55,770.056,3626.086,133.9,2535.501,3153.747,-618.246
2018-10-01,20304.874,5229466.8,1.8466,13736.572,2889.741,2880.391,754.59,3650.847,134.9,2537.415,3171.622,-634.207
2019-01-01,20431.641,5277900.0,2.6711,13758.331,2914.915,2899.84,746.082,3702.934,135.8,2540.244,3132.539,-592.294
2019-04-01,20602.275,5349484.5,1.3334,13875.705,2947.945,2954.978,758.737,3761.243,136.8,2547.448,3165.41,-617.962
2019-07-01,20843.322,5429292.8,1.6752,14033.222,2976.406,2983.489,769.618,3814.837,137.9,2532.405,3117.952,-585.547
2019-10-01,20985.448,5483304.3,1.7394,14125.274,2979.06,2970.305,772.063,3864.968,138.9,2537.466,3050.824,-513.359
2020-01-01,20709.212,5431914.3,-0.9691,13887.048,3020.002,2918.067,793.939,3942.036,140.3,2430.941,2932.536,-501.596
2020-04-01,19077.992,4983861.0,-32.0844,12685.319,2926.148,2681.079,738.889,4021.699,140.8,1829.691,2356.583,-526.892
2020-07-01,20558.879,5421137.8,36.9708,13813.706,3123.831,2796.634,840.325,4001.844,141.6,2116.753,2804.369,-687.616
2020-10-01,20791.917,5517191.8,7.16,14001.366,3137.286,2875.442,899.614,4030.804,142.8,2277.965,3036.076,-758.111
2021-01-01,21082.134,5664198.3,7.8694,14319.617,3218.564,2939.916,911.81,4155.388,144.5,2393.033,3182.082,-789.049
2021-04-01,21440.929,5842215.3,6.4265,14820.014,3336.278,3010.859,901.698,4174.293,145.8,2522.815,3348.435,-825.62
2021-07-01,21617.828,5980497.8,0.195,14943.244,3342.593,2999.341,899.78,4219.865,148.0,2581.341,3454.82,-873.479
2021-10-01,21988.737,6194259.5,6.4986,15086.862,3360.014,3022.081,905.828,4285.062,149.9,2777.597,3686.382,-908.785
2022-01-01,21932.71,6303872.8,0.3728,15100.85,3334.433,3110.067,889.761,4336.227,151.7,2865.226,3914.397,-1049.17
2022-04-01,21967.045,6451447.8,-1.2002,15224.357,3335.03,3163.406,863.934,4439.375,154.0,3093.734,4089.904,-996.17
2022-07-01,22125.625,6568002.8,3.0885,15295.828,3310.079,3210.162,809.224,4486.473,155.8,3129.075,3984.675,-855.6
2022-10-01,22278.345,6683569.3,3.5294,15326.248,3302.594,3265.979,762.082,4570.552,157.7,3057.684,3908.3,-850.616
2023-01-01,22439.607,6791089.8,1.1326,15495.754,3317.274,3333.291,749.198,4640.498,159.4,3085.516,3880.433,-794.917
2023-04-01,22580.499,6863453.8,2.4126,15553.719,3322.221,3421.757,756.909,4673.36,161.1,3016.211,3813.697,-797.486
2023-07-01,22840.989,6991924.3,5.4052,15671.906,3349.408,3436.424,777.717,4789.733,162.8,3082.082,3847.616,-765.535
2023-10-01,23033.78,7074241.8,2.3834,15789.717,3376.116,3482.993,780.626,4861.013,164.4,3109.632,3897.676,-788.044
2024-01-01,23082.119,7156017.3,2.7047,15857.704,3362.801,3496.025,796.175,4931.777,166.2,3164.101,3986.579,-822.478
2024-04-01,23286.508,7254178.5,2.6132,16009.637,3397.986,3517.46,792.174,4995.15,167.6,3192.632,4087.002,-894.37
2024-07-01,23478.57,7343728.5,2.789,16165.768,3438.192,3547.627,782.472,5086.922,168.9,3256.486,4194.811,-938.325
2024-10-01,23586.542,7430966.0,2.2711,16320.89,3470.215,3514.424,790.685,5150.725,170.5,3248.255,4186.921,-938.666
2025-01-01,23548.21,7490511.8,-2.7318,16345.793,3488.908,3595.389,788.779,5195.517,171.8,3293.661,4558.265,-1264.604
2025-04-01,23770.976,7582779.3,2.902,16445.685,3507.883,3659.32,778.53,5236.97,173.566,3267.506,4167.305,-899.799
2025-07-01,,,3.7656,,,,,,,,,
